Date	Precipitation[mm]	Temperature[degC]	Temperature_Daylight[degC]	PAR[µmolm-2s-1]	Daylength[h]	PET[mm]
1998-08-18	0.003180	19.983891	22.068935	582.141464	14.435045	3.974385
1998-08-19	0.033445	17.637569	18.382219	518.231753	14.374723	3.450082
1998-08-20	0.001724	19.914034	21.546666	514.241941	14.314096	3.925944
1998-08-21	4.322953	17.074012	17.780902	151.112192	14.253180	3.300955
1998-08-22	2.079557	15.025405	16.182291	419.813647	14.191989	2.855981
1998-08-23	0.151712	14.907347	15.854525	339.346772	14.130536	2.819065
1998-08-24	6.649923	15.088656	16.371625	365.738974	14.068836	2.844302
1998-08-25	1.098572	14.327957	15.257510	343.958727	14.006902	2.675252
1998-08-26	22.184652	13.220864	13.593159	96.994374	13.944744	2.438060
1998-08-27	0.844544	11.928546	12.908498	407.149623	13.882376	2.167674
1998-08-28	2.906981	11.183266	11.782097	115.966447	13.819807	2.010175
1998-08-29	1.315006	12.809617	13.938575	290.034104	13.757050	2.323133
1998-08-30	0.564405	12.588498	13.835607	289.147555	13.694115	2.268665
1998-08-31	1.435061	12.822740	14.260848	369.311873	13.631011	2.304441
1998-09-01	0.102415	14.002213	15.475377	335.934783	13.567748	2.526690
1998-09-02	0.004744	16.154798	17.634759	298.602755	13.504335	2.942950
1998-09-03	5.245799	17.350676	19.084099	334.187984	13.440781	3.168295
1998-09-04	3.486878	17.127565	18.232712	260.350635	13.377094	3.108741
1998-09-05	17.976420	15.941954	17.016692	151.761317	13.313282	2.859325
1998-09-06	1.923031	15.692885	16.652688	202.205497	13.249354	2.796765
1998-09-07	0.315138	16.471434	17.713040	288.004016	13.185315	2.935393
1998-09-08	0.090594	16.824277	18.229277	287.882374	13.121174	2.989968
1998-09-09	0.587246	19.628144	20.766902	355.388931	13.056937	3.524670
1998-09-10	3.240689	19.433876	20.727660	280.085193	12.992611	3.469168
1998-09-11	0.538860	16.337745	17.254994	212.241872	12.928203	2.852486
1998-09-12	6.573180	13.485566	14.222368	74.063252	12.863718	2.298601
1998-09-13	0.045346	11.251650	12.165443	240.791287	12.799162	1.874233
1998-09-14	14.640763	9.732217	10.312129	201.779799	12.734541	1.589905
1998-09-15	12.373303	11.239975	11.777115	116.899553	12.669861	1.853183
1998-09-16	9.856735	12.806637	13.916918	224.940977	12.605127	2.128065
1998-09-17	8.337189	11.099148	11.665700	123.329539	12.540345	1.808994
1998-09-18	1.501413	11.413228	12.314012	74.411871	12.475520	1.855698
1998-09-19	0.011452	12.777530	14.114737	254.299380	12.410657	2.090000
1998-09-20	0.007082	13.733439	14.969755	290.727387	12.345762	2.250660
1998-09-21	0.246268	13.054517	14.275508	217.734775	12.280838	2.117470
1998-09-22	0.236223	13.160104	13.927981	178.577110	12.215892	2.125005
1998-09-23	0.027579	12.101773	12.959922	220.291140	12.150929	1.927624
1998-09-24	0.028659	11.608868	12.833577	242.988143	12.085953	1.831653
1998-09-25	0.026597	12.249521	13.510502	308.802482	12.020969	1.932614
1998-09-26	0.133546	13.692970	15.432261	321.249852	11.955983	2.172543
1998-09-27	2.099594	14.963726	16.404451	206.139968	11.891000	2.382138
1998-09-28	0.279482	14.628091	16.581300	313.133721	11.826025	2.310776
1998-09-29	0.358589	14.349957	15.835216	191.424004	11.761064	2.250099
1998-09-30	0.402953	12.692721	14.423045	164.011499	11.696121	1.955304
1998-10-01	10.721775	9.467043	9.859801	86.619728	11.631204	1.408721
1998-10-02	15.699039	4.065898	3.470963	33.054598	11.566316	0.553257
1998-10-03	0.667474	4.762282	4.685853	42.638311	11.501466	0.654567
1998-10-04	1.990227	7.764633	8.708131	78.564473	11.436658	1.113950
1998-10-05	0.844548	7.718563	8.314174	137.287050	11.371899	1.100421
1998-10-06	4.298496	6.539335	6.910930	102.444902	11.307196	0.911876
1998-10-07	7.294942	8.010555	7.925638	43.084580	11.242556	1.133227
1998-10-08	3.774821	10.783421	11.465020	168.883483	11.177985	1.562122
1998-10-09	0.076232	10.275653	10.703289	61.265927	11.113493	1.472912
1998-10-10	2.236593	10.679365	10.925489	70.034328	11.049085	1.527738
1998-10-11	2.327121	10.590643	10.753619	78.841473	10.984772	1.504981
1998-10-12	1.629447	9.612674	10.631893	206.792832	10.920560	1.345032
1998-10-13	0.463076	9.245365	10.329244	208.760529	10.856460	1.281084
1998-10-14	3.137397	12.324708	12.834027	115.963608	10.792480	1.746820
1998-10-15	0.273221	12.330751	12.778366	194.106845	10.728631	1.737421
1998-10-16	0.000000	10.076472	10.602324	177.214627	10.664922	1.383375
1998-10-17	2.490533	15.289643	16.896190	241.958290	10.601365	2.174684
1998-10-18	1.195088	8.786361	10.233411	172.841919	10.537971	1.175811
1998-10-19	0.002337	5.964347	8.196313	207.194185	10.474752	0.763464
1998-10-20	2.261566	5.609749	6.742994	144.115264	10.411719	0.709427
1998-10-21	2.420350	8.586708	10.086169	182.613342	10.348887	1.125905
1998-10-22	0.016667	12.810100	13.758756	115.213310	10.286267	1.737099
1998-10-23	1.983071	14.130072	15.173717	171.576563	10.223876	1.923088
1998-10-24	8.806819	11.790224	12.085536	112.338089	10.161727	1.566498
1998-10-25	8.168260	10.983425	11.900857	179.629512	10.099836	1.440252
1998-10-26	4.520809	7.441729	8.446350	174.736581	10.038219	0.933139
1998-10-27	4.524961	7.589491	6.865595	65.646103	9.976893	0.947700
1998-10-28	17.051994	11.693163	12.491493	39.057013	9.915876	1.514772
1998-10-29	2.801918	9.100847	9.645294	111.374750	9.855185	1.142965
1998-10-30	3.473335	5.838399	5.879405	64.940764	9.794840	0.697355
1998-10-31	1.605898	6.188971	6.987415	167.144799	9.734861	0.738963
1998-11-01	27.830199	6.075805	6.746288	20.928879	9.675268	0.719692
1998-11-02	0.402830	5.661579	6.465992	96.428788	9.616082	0.661871
1998-11-03	5.292911	7.764676	9.526579	166.824374	9.557326	0.930906
1998-11-04	1.682941	7.190145	8.569034	151.115204	9.499023	0.850258
1998-11-05	1.936904	4.460187	5.058071	136.211935	9.441196	0.499969
1998-11-06	1.203763	6.450692	8.275303	119.284232	9.383871	0.745500
1998-11-07	0.004586	4.359641	5.564034	98.772279	9.327073	0.481700
1998-11-08	3.232274	5.014583	6.062528	125.392480	9.270828	0.558423
1998-11-09	9.560387	8.232378	7.951091	18.888180	9.215163	0.957181
1998-11-10	5.927216	8.969329	9.897796	57.404219	9.160106	1.045490
1998-11-11	1.557908	5.625321	6.626571	132.583409	9.105687	0.622330
1998-11-12	0.000000	2.143850	3.991244	152.747441	9.051934	0.214259
1998-11-13	0.033396	1.790250	3.486836	81.667043	8.998878	0.174719
1998-11-14	5.051281	3.692385	5.170965	104.923283	8.946551	0.384934
1998-11-15	3.643433	2.559829	3.138438	62.980701	8.894983	0.255858
1998-11-16	1.943917	1.328987	1.790209	60.323482	8.844208	0.123760
1998-11-17	1.380166	0.027855	0.729605	93.959104	8.794260	0.001758
1998-11-18	0.452224	-0.919047	0.286717	112.015910	8.745171	0.000000
1998-11-19	0.113178	-1.076958	-0.616484	110.464461	8.696977	0.000000
1998-11-20	0.248552	-1.059269	-0.256659	84.052252	8.649712	0.000000
1998-11-21	0.022240	-2.743363	-2.040144	123.497205	8.603412	0.000000
1998-11-22	0.000000	-5.241032	-4.572415	137.698421	8.558113	0.000000
1998-11-23	1.144570	-3.658670	-2.720317	47.715281	8.513852	0.000000
1998-11-24	0.012581	-2.692212	-1.873269	104.085475	8.470664	0.000000
1998-11-25	0.071604	-0.657048	0.839824	68.789234	8.428587	0.000000
1998-11-26	0.211007	0.060387	0.508374	48.488409	8.387657	0.003925
1998-11-27	1.580017	1.920605	2.596832	34.975844	8.347912	0.175098
1998-11-28	0.457878	2.493744	3.466495	34.654342	8.309389	0.232240
1998-11-29	0.438261	0.214027	1.081752	81.849980	8.272124	0.015553
1998-11-30	0.895952	-0.343362	0.203603	42.186835	8.236154	0.000000
1998-12-01	0.026189	-3.051814	-2.923420	67.561950	8.201515	0.000000
1998-12-02	0.006591	-3.662344	-2.788110	112.646598	8.168242	0.000000
1998-12-03	0.110736	-3.089643	-2.159052	85.040641	8.136371	0.000000
1998-12-04	1.348592	-1.651628	-0.958626	47.636399	8.105937	0.000000
1998-12-05	1.084421	-0.168791	0.509356	65.149281	8.076972	0.000000
1998-12-06	2.559774	-1.359042	-1.082722	54.906581	8.049509	0.000000
1998-12-07	0.240806	-2.957059	-2.811341	95.298416	8.023581	0.000000
1998-12-08	0.046234	-4.603588	-3.735671	91.408392	7.999217	0.000000
1998-12-09	0.000806	-5.632012	-4.034885	85.381413	7.976446	0.000000
1998-12-10	-0.000010	-5.732348	-4.225707	104.735205	7.955296	0.000000
1998-12-11	0.004579	-6.984221	-6.090882	100.004411	7.935794	0.000000
1998-12-12	0.584544	2.370044	3.508704	58.587060	7.917963	0.209263
1998-12-13	1.381449	6.685809	6.987530	58.885945	7.901826	0.652954
1998-12-14	4.104889	5.407523	5.077637	10.250555	7.887405	0.516170
1998-12-15	0.812611	7.817220	8.623034	25.834395	7.874718	0.772723
1998-12-16	3.145241	5.417931	5.417644	56.757700	7.863782	0.515713
1998-12-17	0.000435	3.777286	5.165381	96.136437	7.854612	0.346504
1998-12-18	0.795377	4.433090	5.527060	94.546793	7.847221	0.412784
1998-12-19	1.078287	5.324403	6.873832	60.480291	7.841618	0.504509
1998-12-20	1.286338	2.290873	3.742490	73.866630	7.837812	0.199552
1998-12-21	0.565774	-0.364273	0.834857	72.796426	7.835809	0.000000
1998-12-22	0.422347	0.712751	1.447832	60.849664	7.835611	0.055280
1998-12-23	0.109407	0.810073	1.834703	88.225292	7.837220	0.063645
1998-12-24	0.560885	0.672683	1.464514	44.930334	7.840635	0.051907
1998-12-25	0.091505	2.078411	2.596730	25.743514	7.845852	0.179489
1998-12-26	0.774218	6.499057	7.399212	74.166285	7.852864	0.629013
1998-12-27	1.811073	9.330688	9.135666	27.024722	7.861663	0.937107
1998-12-28	0.107343	9.165844	9.646699	91.601796	7.872238	0.920161
1998-12-29	0.047299	3.684621	4.308151	96.921685	7.884577	0.338458
1998-12-30	0.000435	1.283298	2.913139	97.250686	7.898664	0.106359
1998-12-31	0.000710	0.064119	2.135911	94.278921	7.914482	0.003956
