Valid time	Local time	Precipitation[mm] (acc.)	Temperature[degC]	SSRD[Jm-2] (acc.)
1998-01-04T19:00+00:00	1998-01-04T20:00+01:00	0.556101	5.684114	3151766.396160
1998-01-04T20:00+00:00	1998-01-04T21:00+01:00	0.757872	5.981208	3151766.396160
1998-01-04T21:00+00:00	1998-01-04T22:00+01:00	0.761634	6.131055	3151766.396160
1998-01-04T22:00+00:00	1998-01-04T23:00+01:00	0.763644	5.999576	3151766.396160
1998-01-04T23:00+00:00	1998-01-05T00:00+01:00	0.766513	6.091344	3151766.396160
1998-01-05T00:00+00:00	1998-01-05T01:00+01:00	0.785731	5.783565	3151766.396160
1998-01-05T01:00+00:00	1998-01-05T02:00+01:00	0.000000	5.791674	0.000000
1998-01-05T02:00+00:00	1998-01-05T03:00+01:00	0.000000	5.911877	0.000000
1998-01-05T03:00+00:00	1998-01-05T04:00+01:00	0.000000	5.820008	0.000000
1998-01-05T04:00+00:00	1998-01-05T05:00+01:00	0.000000	5.736838	0.000000
1998-01-05T05:00+00:00	1998-01-05T06:00+01:00	0.000000	5.650618	0.000000
1998-01-05T06:00+00:00	1998-01-05T07:00+01:00	0.000000	5.508288	0.000000
1998-01-05T07:00+00:00	1998-01-05T08:00+01:00	0.000000	5.494391	0.000000
1998-01-05T08:00+00:00	1998-01-05T09:00+01:00	0.000000	5.503395	35910.732698
1998-01-05T09:00+00:00	1998-01-05T10:00+01:00	0.000000	5.690504	270073.454498
1998-01-05T10:00+00:00	1998-01-05T11:00+01:00	0.000000	6.142157	780989.188934
1998-01-05T11:00+00:00	1998-01-05T12:00+01:00	0.000038	6.459626	1527252.048354
1998-01-05T12:00+00:00	1998-01-05T13:00+01:00	0.000038	6.671263	2368459.571116
1998-01-05T13:00+00:00	1998-01-05T14:00+01:00	0.000038	6.672940	3020318.707280
1998-01-05T14:00+00:00	1998-01-05T15:00+01:00	0.000038	6.479364	3309239.230350
1998-01-05T15:00+00:00	1998-01-05T16:00+01:00	0.016143	6.283530	3439531.850128
1998-01-05T16:00+00:00	1998-01-05T17:00+01:00	0.115092	6.062244	3442208.833212
1998-01-05T17:00+00:00	1998-01-05T18:00+01:00	0.166235	6.053041	3442208.833212
1998-01-05T18:00+00:00	1998-01-05T19:00+01:00	0.199534	6.492304	3442208.833212
1998-01-05T19:00+00:00	1998-01-05T20:00+01:00	0.382094	6.414731	3442208.833212
1998-01-05T20:00+00:00	1998-01-05T21:00+01:00	0.894388	5.774420	3442208.833212
1998-01-05T21:00+00:00	1998-01-05T22:00+01:00	1.184054	5.724937	3442208.833212
1998-01-05T22:00+00:00	1998-01-05T23:00+01:00	1.277898	5.963931	3442208.833212
1998-01-05T23:00+00:00	1998-01-06T00:00+01:00	1.287404	6.027666	3442208.833212
1998-01-06T00:00+00:00	1998-01-06T01:00+01:00	1.289336	5.577731	3442208.833212
1998-01-06T01:00+00:00	1998-01-06T02:00+01:00	0.001013	5.185933	0.000000
1998-01-06T02:00+00:00	1998-01-06T03:00+01:00	0.013148	4.947686	0.000000
1998-01-06T03:00+00:00	1998-01-06T04:00+01:00	0.411880	4.486534	0.000000
1998-01-06T04:00+00:00	1998-01-06T05:00+01:00	0.801311	3.829090	0.000000
1998-01-06T05:00+00:00	1998-01-06T06:00+01:00	0.955016	3.638438	0.000000
1998-01-06T06:00+00:00	1998-01-06T07:00+01:00	1.413693	3.122902	0.000000
1998-01-06T07:00+00:00	1998-01-06T08:00+01:00	1.620083	3.581071	0.000000
1998-01-06T08:00+00:00	1998-01-06T09:00+01:00	1.847413	3.592819	18633.269710
1998-01-06T09:00+00:00	1998-01-06T10:00+01:00	2.115445	3.800664	157772.070768
1998-01-06T10:00+00:00	1998-01-06T11:00+01:00	2.321996	4.236892	378176.735668
1998-01-06T11:00+00:00	1998-01-06T12:00+01:00	2.378134	4.799665	831348.331418
1998-01-06T12:00+00:00	1998-01-06T13:00+01:00	2.398606	5.121418	1275007.268816
1998-01-06T13:00+00:00	1998-01-06T14:00+01:00	2.406685	5.443733	1736769.347630
1998-01-06T14:00+00:00	1998-01-06T15:00+01:00	2.408361	5.509937	2140130.977180
1998-01-06T15:00+00:00	1998-01-06T16:00+01:00	2.410066	5.293927	2297171.876884
1998-01-06T16:00+00:00	1998-01-06T17:00+01:00	2.410609	4.947876	2301112.607824
1998-01-06T17:00+00:00	1998-01-06T18:00+01:00	2.410609	4.919808	2301112.607824
1998-01-06T18:00+00:00	1998-01-06T19:00+01:00	2.410609	4.798242	2301112.607824
1998-01-06T19:00+00:00	1998-01-06T20:00+01:00	2.410609	4.601009	2301112.607824
1998-01-06T20:00+00:00	1998-01-06T21:00+01:00	2.410609	4.122159	2301112.607824
1998-01-06T21:00+00:00	1998-01-06T22:00+01:00	2.410609	3.734622	2301112.607824
1998-01-06T22:00+00:00	1998-01-06T23:00+01:00	2.410609	3.286690	2301112.607824
1998-01-06T23:00+00:00	1998-01-07T00:00+01:00	2.410609	2.910677	2301112.607824
1998-01-07T00:00+00:00	1998-01-07T01:00+01:00	2.410609	2.364433	2301112.607824
1998-01-07T01:00+00:00	1998-01-07T02:00+01:00	0.000000	1.964071	0.000000
1998-01-07T02:00+00:00	1998-01-07T03:00+01:00	0.005833	2.268546	0.000000
1998-01-07T03:00+00:00	1998-01-07T04:00+01:00	0.097854	3.166697	0.000000
1998-01-07T04:00+00:00	1998-01-07T05:00+01:00	0.274616	4.054987	0.000000
1998-01-07T05:00+00:00	1998-01-07T06:00+01:00	0.580249	4.799124	0.000000
1998-01-07T06:00+00:00	1998-01-07T07:00+01:00	1.660495	5.045784	0.000000
1998-01-07T07:00+00:00	1998-01-07T08:00+01:00	2.405651	5.945499	0.000000
1998-01-07T08:00+00:00	1998-01-07T09:00+01:00	2.467168	6.867034	17037.193664
1998-01-07T09:00+00:00	1998-01-07T10:00+01:00	2.598398	7.901432	137625.877424
1998-01-07T10:00+00:00	1998-01-07T11:00+01:00	3.353412	8.715487	368565.706328
1998-01-07T11:00+00:00	1998-01-07T12:00+01:00	4.548949	9.097753	517412.305094
1998-01-07T12:00+00:00	1998-01-07T13:00+01:00	4.587696	9.532489	671365.501038
1998-01-07T13:00+00:00	1998-01-07T14:00+01:00	4.598339	9.892550	856938.309322
1998-01-07T14:00+00:00	1998-01-07T15:00+01:00	4.620808	9.916302	971234.965322
1998-01-07T15:00+00:00	1998-01-07T16:00+01:00	4.632735	9.883614	1025567.947388
1998-01-07T16:00+00:00	1998-01-07T17:00+01:00	4.634357	9.553861	1029908.280304
1998-01-07T17:00+00:00	1998-01-07T18:00+01:00	4.635980	9.315663	1029908.280304
1998-01-07T18:00+00:00	1998-01-07T19:00+01:00	4.640054	9.067174	1029908.280304
1998-01-07T19:00+00:00	1998-01-07T20:00+01:00	4.749463	8.080627	1029908.280304
1998-01-07T20:00+00:00	1998-01-07T21:00+01:00	4.754542	7.815715	1029908.280304
1998-01-07T21:00+00:00	1998-01-07T22:00+01:00	4.754542	7.488582	1029908.280304
1998-01-07T22:00+00:00	1998-01-07T23:00+01:00	4.755404	7.183257	1029908.280304
1998-01-07T23:00+00:00	1998-01-08T00:00+01:00	4.755404	6.903577	1029908.280304
1998-01-08T00:00+00:00	1998-01-08T01:00+01:00	4.755404	6.758930	1029908.280304
1998-01-08T01:00+00:00	1998-01-08T02:00+01:00	0.000604	6.752946	0.000000
1998-01-08T02:00+00:00	1998-01-08T03:00+01:00	0.003530	6.967046	0.000000
1998-01-08T03:00+00:00	1998-01-08T04:00+01:00	0.105085	7.010434	0.000000
1998-01-08T04:00+00:00	1998-01-08T05:00+01:00	0.260217	7.028476	0.000000
1998-01-08T05:00+00:00	1998-01-08T06:00+01:00	0.358179	7.220580	0.000000
1998-01-08T06:00+00:00	1998-01-08T07:00+01:00	0.396092	7.354120	0.000000
1998-01-08T07:00+00:00	1998-01-08T08:00+01:00	0.630496	7.644828	0.000000
1998-01-08T08:00+00:00	1998-01-08T09:00+01:00	0.688478	7.934440	25632.238216
1998-01-08T09:00+00:00	1998-01-08T10:00+01:00	0.834499	8.212980	228218.818340
1998-01-08T10:00+00:00	1998-01-08T11:00+01:00	0.991677	8.662483	564102.738326
1998-01-08T11:00+00:00	1998-01-08T12:00+01:00	1.083953	8.978920	1011770.796562
1998-01-08T12:00+00:00	1998-01-08T13:00+01:00	1.208576	9.198871	1535489.921164
1998-01-08T13:00+00:00	1998-01-08T14:00+01:00	1.348614	9.412917	2082636.348420
1998-01-08T14:00+00:00	1998-01-08T15:00+01:00	1.453587	9.176610	2357265.169138
1998-01-08T15:00+00:00	1998-01-08T16:00+01:00	1.569739	9.155968	2430422.345864
1998-01-08T16:00+00:00	1998-01-08T17:00+01:00	1.581206	9.100142	2434116.657140
1998-01-08T17:00+00:00	1998-01-08T18:00+01:00	1.581206	8.957001	2434116.657140
1998-01-08T18:00+00:00	1998-01-08T19:00+01:00	1.581206	8.993871	2434116.657140
1998-01-08T19:00+00:00	1998-01-08T20:00+01:00	1.793697	8.317744	2434116.657140
1998-01-08T20:00+00:00	1998-01-08T21:00+01:00	1.838470	8.403627	2434116.657140
1998-01-08T21:00+00:00	1998-01-08T22:00+01:00	1.861709	8.753537	2434116.657140
1998-01-08T22:00+00:00	1998-01-08T23:00+01:00	1.908233	8.903725	2434116.657140
1998-01-08T23:00+00:00	1998-01-09T00:00+01:00	1.949783	9.140478	2434116.657140
1998-01-09T00:00+00:00	1998-01-09T01:00+01:00	1.956932	9.222334	2434116.657140
1998-01-09T01:00+00:00	1998-01-09T02:00+01:00	0.002687	9.202291	0.000000
1998-01-09T02:00+00:00	1998-01-09T03:00+01:00	0.004173	9.254876	0.000000
1998-01-09T03:00+00:00	1998-01-09T04:00+01:00	0.005477	9.374758	0.000000
1998-01-09T04:00+00:00	1998-01-09T05:00+01:00	0.005477	9.356228	0.000000
1998-01-09T05:00+00:00	1998-01-09T06:00+01:00	0.030019	9.394020	0.000000
1998-01-09T06:00+00:00	1998-01-09T07:00+01:00	0.073646	9.499243	0.000000
1998-01-09T07:00+00:00	1998-01-09T08:00+01:00	0.080754	9.963216	0.000000
1998-01-09T08:00+00:00	1998-01-09T09:00+01:00	0.108401	9.913418	12236.627952
1998-01-09T09:00+00:00	1998-01-09T10:00+01:00	0.137012	10.051541	74886.571834
1998-01-09T10:00+00:00	1998-01-09T11:00+01:00	0.167388	10.245567	187497.095508
1998-01-09T11:00+00:00	1998-01-09T12:00+01:00	0.186163	10.429451	341991.585412
1998-01-09T12:00+00:00	1998-01-09T13:00+01:00	0.192975	10.575003	509307.414626
1998-01-09T13:00+00:00	1998-01-09T14:00+01:00	0.200594	10.534044	638391.416090
1998-01-09T14:00+00:00	1998-01-09T15:00+01:00	0.226209	10.572709	775062.576276
1998-01-09T15:00+00:00	1998-01-09T16:00+01:00	0.245594	10.454806	822959.290662
1998-01-09T16:00+00:00	1998-01-09T17:00+01:00	0.260204	10.411193	825292.052084
1998-01-09T17:00+00:00	1998-01-09T18:00+01:00	0.271417	10.414854	825292.052084
1998-01-09T18:00+00:00	1998-01-09T19:00+01:00	0.293104	10.300820	825292.052084
1998-01-09T19:00+00:00	1998-01-09T20:00+01:00	0.298649	10.669175	825292.052084
1998-01-09T20:00+00:00	1998-01-09T21:00+01:00	0.306122	10.376113	825292.052084
1998-01-09T21:00+00:00	1998-01-09T22:00+01:00	0.310331	9.967371	825292.052084
1998-01-09T22:00+00:00	1998-01-09T23:00+01:00	0.312897	9.327212	825292.052084
1998-01-09T23:00+00:00	1998-01-10T00:00+01:00	0.317517	8.845672	825292.052084
1998-01-10T00:00+00:00	1998-01-10T01:00+01:00	0.322825	8.425515	825292.052084
1998-01-10T01:00+00:00	1998-01-10T02:00+01:00	0.007966	8.151100	0.000000
1998-01-10T02:00+00:00	1998-01-10T03:00+01:00	0.009645	8.099016	0.000000
1998-01-10T03:00+00:00	1998-01-10T04:00+01:00	0.016369	7.834947	0.000000
1998-01-10T04:00+00:00	1998-01-10T05:00+01:00	0.022661	7.559323	0.000000
1998-01-10T05:00+00:00	1998-01-10T06:00+01:00	0.027324	7.124143	0.000000
1998-01-10T06:00+00:00	1998-01-10T07:00+01:00	0.029039	6.792453	0.000000
1998-01-10T07:00+00:00	1998-01-10T08:00+01:00	0.029039	7.376562	0.000000
1998-01-10T08:00+00:00	1998-01-10T09:00+01:00	0.029903	7.117682	38460.642146
1998-01-10T09:00+00:00	1998-01-10T10:00+01:00	0.029903	7.685184	266628.020640
1998-01-10T10:00+00:00	1998-01-10T11:00+01:00	0.029903	8.940504	819454.191182
1998-01-10T11:00+00:00	1998-01-10T12:00+01:00	0.029903	10.340074	1542174.983436
1998-01-10T12:00+00:00	1998-01-10T13:00+01:00	0.029903	11.055007	2239610.272734
1998-01-10T13:00+00:00	1998-01-10T14:00+01:00	0.029903	11.432434	2938816.914592
1998-01-10T14:00+00:00	1998-01-10T15:00+01:00	0.029903	11.098776	3452283.064062
1998-01-10T15:00+00:00	1998-01-10T16:00+01:00	0.029903	9.954104	3666067.107580
1998-01-10T16:00+00:00	1998-01-10T17:00+01:00	0.029903	8.709442	3675917.993796
1998-01-10T17:00+00:00	1998-01-10T18:00+01:00	0.029903	7.903755	3675917.993796
1998-01-10T18:00+00:00	1998-01-10T19:00+01:00	0.029900	7.273118	3675917.993796
1998-01-10T19:00+00:00	1998-01-10T20:00+01:00	0.029900	6.973587	3675917.993796
1998-01-10T20:00+00:00	1998-01-10T21:00+01:00	0.029900	6.486797	3675917.993796
1998-01-10T21:00+00:00	1998-01-10T22:00+01:00	0.029900	6.064096	3675917.993796
1998-01-10T22:00+00:00	1998-01-10T23:00+01:00	0.029900	5.702513	3675917.993796
1998-01-10T23:00+00:00	1998-01-11T00:00+01:00	0.030745	5.369250	3675917.993796
1998-01-11T00:00+00:00	1998-01-11T01:00+01:00	0.030747	5.067004	3675917.993796
1998-01-11T01:00+00:00	1998-01-11T02:00+01:00	0.000000	4.722965	0.000000
1998-01-11T02:00+00:00	1998-01-11T03:00+01:00	0.000000	4.381932	0.000000
1998-01-11T03:00+00:00	1998-01-11T04:00+01:00	0.000000	4.025364	0.000000
1998-01-11T04:00+00:00	1998-01-11T05:00+01:00	0.000000	3.619768	0.000000
1998-01-11T05:00+00:00	1998-01-11T06:00+01:00	0.000000	3.204924	0.000000
1998-01-11T06:00+00:00	1998-01-11T07:00+01:00	0.000000	2.854892	0.000000
1998-01-11T07:00+00:00	1998-01-11T08:00+01:00	0.000000	3.128374	0.000000
1998-01-11T08:00+00:00	1998-01-11T09:00+01:00	0.000000	3.165838	50784.800578
1998-01-11T09:00+00:00	1998-01-11T10:00+01:00	0.000000	4.393018	388270.449880
1998-01-11T10:00+00:00	1998-01-11T11:00+01:00	0.000000	6.382595	1033458.651326
1998-01-11T11:00+00:00	1998-01-11T12:00+01:00	0.000000	8.286126	1882095.598436
1998-01-11T12:00+00:00	1998-01-11T13:00+01:00	0.000000	9.592289	2784995.456534
1998-01-11T13:00+00:00	1998-01-11T14:00+01:00	0.000000	10.154773	3584234.471112
1998-01-11T14:00+00:00	1998-01-11T15:00+01:00	0.000000	9.791536	4141057.290630
1998-01-11T15:00+00:00	1998-01-11T16:00+01:00	0.000000	8.577811	4375692.508196
1998-01-11T16:00+00:00	1998-01-11T17:00+01:00	0.000000	7.289030	4387850.545256
1998-01-11T17:00+00:00	1998-01-11T18:00+01:00	0.000000	6.556593	4387850.545256
1998-01-11T18:00+00:00	1998-01-11T19:00+01:00	0.000000	6.105599	4387850.545256
1998-01-11T19:00+00:00	1998-01-11T20:00+01:00	0.000000	6.215770	4387850.545256
1998-01-11T20:00+00:00	1998-01-11T21:00+01:00	0.000000	6.050324	4387850.545256
1998-01-11T21:00+00:00	1998-01-11T22:00+01:00	0.000000	5.874374	4387850.545256
1998-01-11T22:00+00:00	1998-01-11T23:00+01:00	0.000000	5.710088	4387850.545256
1998-01-11T23:00+00:00	1998-01-12T00:00+01:00	0.000000	5.435368	4387850.545256
1998-01-12T00:00+00:00	1998-01-12T01:00+01:00	0.000000	5.137403	4387850.545256
1998-01-12T01:00+00:00	1998-01-12T02:00+01:00	0.000000	4.878615	0.000000
1998-01-12T02:00+00:00	1998-01-12T03:00+01:00	0.000000	4.729292	0.000000
1998-01-12T03:00+00:00	1998-01-12T04:00+01:00	0.000000	4.630732	0.000000
1998-01-12T04:00+00:00	1998-01-12T05:00+01:00	0.000000	4.520860	0.000000
1998-01-12T05:00+00:00	1998-01-12T06:00+01:00	0.000000	4.438503	0.000000
1998-01-12T06:00+00:00	1998-01-12T07:00+01:00	0.000000	4.323551	0.000000
1998-01-12T07:00+00:00	1998-01-12T08:00+01:00	0.000000	4.191325	0.000000
1998-01-12T08:00+00:00	1998-01-12T09:00+01:00	0.000852	4.369580	51168.378290
1998-01-12T09:00+00:00	1998-01-12T10:00+01:00	0.000852	5.569262	381043.738484
1998-01-12T10:00+00:00	1998-01-12T11:00+01:00	0.001723	7.171919	1008001.618026
1998-01-12T11:00+00:00	1998-01-12T12:00+01:00	0.001711	8.586785	1835256.307692
1998-01-12T12:00+00:00	1998-01-12T13:00+01:00	0.001711	9.484976	2707640.020804
1998-01-12T13:00+00:00	1998-01-12T14:00+01:00	0.001711	9.693759	3435162.959582
1998-01-12T14:00+00:00	1998-01-12T15:00+01:00	0.001711	9.387638	3975611.721390
1998-01-12T15:00+00:00	1998-01-12T16:00+01:00	0.001712	8.173602	4205888.126184
1998-01-12T16:00+00:00	1998-01-12T17:00+01:00	0.001698	6.840029	4219485.264352
1998-01-12T17:00+00:00	1998-01-12T18:00+01:00	0.001698	5.959816	4219485.264352
1998-01-12T18:00+00:00	1998-01-12T19:00+01:00	0.001698	5.314501	4219485.264352
1998-01-12T19:00+00:00	1998-01-12T20:00+01:00	0.001717	4.978844	4219485.264352
1998-01-12T20:00+00:00	1998-01-12T21:00+01:00	0.001729	4.531131	4219485.264352
1998-01-12T21:00+00:00	1998-01-12T22:00+01:00	0.001729	4.138558	4219485.264352
1998-01-12T22:00+00:00	1998-01-12T23:00+01:00	0.001729	3.645526	4219485.264352
1998-01-12T23:00+00:00	1998-01-13T00:00+01:00	0.001729	3.223757	4219485.264352
1998-01-13T00:00+00:00	1998-01-13T01:00+01:00	0.001729	2.851696	4219485.264352
1998-01-13T01:00+00:00	1998-01-13T02:00+01:00	0.000000	2.477119	0.000000
1998-01-13T02:00+00:00	1998-01-13T03:00+01:00	0.000000	2.123210	0.000000
1998-01-13T03:00+00:00	1998-01-13T04:00+01:00	0.000000	1.727054	0.000000
1998-01-13T04:00+00:00	1998-01-13T05:00+01:00	0.000000	1.466467	0.000000
1998-01-13T05:00+00:00	1998-01-13T06:00+01:00	0.000000	1.611383	0.000000
1998-01-13T06:00+00:00	1998-01-13T07:00+01:00	0.000000	1.986519	0.000000
1998-01-13T07:00+00:00	1998-01-13T08:00+01:00	0.000000	2.448764	0.000000
1998-01-13T08:00+00:00	1998-01-13T09:00+01:00	0.000000	2.260882	48744.886000
1998-01-13T09:00+00:00	1998-01-13T10:00+01:00	0.000000	3.222483	365715.070554
1998-01-13T10:00+00:00	1998-01-13T11:00+01:00	0.000000	5.332888	1010929.649280
