Valid time	Local time	Precipitation[mm] (acc.)	Temperature[degC]	SSRD[Jm-2] (acc.)
1998-01-02T05:00+00:00	1998-01-02T06:00+01:00	0.005898	6.173221	0.000000
1998-01-02T06:00+00:00	1998-01-02T07:00+01:00	0.057692	6.094930	0.000000
1998-01-02T07:00+00:00	1998-01-02T08:00+01:00	0.101141	6.431611	0.000000
1998-01-02T08:00+00:00	1998-01-02T09:00+01:00	0.123576	6.943213	15281.506000
1998-01-02T09:00+00:00	1998-01-02T10:00+01:00	0.129337	7.372737	125799.504000
1998-01-02T10:00+00:00	1998-01-02T11:00+01:00	0.131356	8.052797	446731.782000
1998-01-02T11:00+00:00	1998-01-02T12:00+01:00	0.132541	8.634792	933596.604000
1998-01-02T12:00+00:00	1998-01-02T13:00+01:00	0.141730	8.999889	1675635.612000
1998-01-02T13:00+00:00	1998-01-02T14:00+01:00	0.148974	9.178588	2298147.324000
1998-01-02T14:00+00:00	1998-01-02T15:00+01:00	0.148974	8.975908	2645860.478000
1998-01-02T15:00+00:00	1998-01-02T16:00+01:00	0.148974	8.275551	2783141.068000
1998-01-02T16:00+00:00	1998-01-02T17:00+01:00	0.156804	7.532197	2785029.152000
1998-01-02T17:00+00:00	1998-01-02T18:00+01:00	0.163551	7.429999	2785029.152000
1998-01-02T18:00+00:00	1998-01-02T19:00+01:00	0.168802	7.317811	2785029.152000
1998-01-02T19:00+00:00	1998-01-02T20:00+01:00	0.433874	7.874698	2785029.152000
1998-01-02T20:00+00:00	1998-01-02T21:00+01:00	0.440518	8.512773	2785029.152000
1998-01-02T21:00+00:00	1998-01-02T22:00+01:00	0.440518	8.669134	2785029.152000
1998-01-02T22:00+00:00	1998-01-02T23:00+01:00	0.440518	8.368619	2785029.152000
1998-01-02T23:00+00:00	1998-01-03T00:00+01:00	0.440518	7.868084	2785029.152000
1998-01-03T00:00+00:00	1998-01-03T01:00+01:00	0.444612	7.745315	2785029.152000
1998-01-03T01:00+00:00	1998-01-03T02:00+01:00	0.037091	7.575725	0.000000
1998-01-03T02:00+00:00	1998-01-03T03:00+01:00	0.069223	7.509959	0.000000
1998-01-03T03:00+00:00	1998-01-03T04:00+01:00	0.120808	7.223763	0.000000
1998-01-03T04:00+00:00	1998-01-03T05:00+01:00	0.133684	6.840627	0.000000
1998-01-03T05:00+00:00	1998-01-03T06:00+01:00	0.134207	6.643557	0.000000
1998-01-03T06:00+00:00	1998-01-03T07:00+01:00	0.134207	6.495962	0.000000
1998-01-03T07:00+00:00	1998-01-03T08:00+01:00	0.134207	6.745268	0.000000
1998-01-03T08:00+00:00	1998-01-03T09:00+01:00	0.134207	6.758831	29242.056000
1998-01-03T09:00+00:00	1998-01-03T10:00+01:00	0.135067	7.051811	206604.192000
1998-01-03T10:00+00:00	1998-01-03T11:00+01:00	0.135677	7.458598	671008.924000
1998-01-03T11:00+00:00	1998-01-03T12:00+01:00	0.135671	7.966386	1318729.452000
1998-01-03T12:00+00:00	1998-01-03T13:00+01:00	0.135671	7.927793	1763806.406000
1998-01-03T13:00+00:00	1998-01-03T14:00+01:00	0.146747	8.019738	2169471.070000
1998-01-03T14:00+00:00	1998-01-03T15:00+01:00	0.339206	7.615333	2366132.756000
1998-01-03T15:00+00:00	1998-01-03T16:00+01:00	0.765778	7.210665	2389542.072000
1998-01-03T16:00+00:00	1998-01-03T17:00+01:00	0.819986	7.276165	2390052.840000
1998-01-03T17:00+00:00	1998-01-03T18:00+01:00	0.986100	7.786308	2390052.840000
1998-01-03T18:00+00:00	1998-01-03T19:00+01:00	2.079782	8.206469	2390052.840000
1998-01-03T19:00+00:00	1998-01-03T20:00+01:00	2.579767	8.881319	2390052.840000
1998-01-03T20:00+00:00	1998-01-03T21:00+01:00	3.303555	8.802052	2390052.840000
1998-01-03T21:00+00:00	1998-01-03T22:00+01:00	3.539923	8.431631	2390052.840000
1998-01-03T22:00+00:00	1998-01-03T23:00+01:00	3.549386	7.387556	2390052.840000
1998-01-03T23:00+00:00	1998-01-04T00:00+01:00	3.549386	6.399162	2390052.840000
1998-01-04T00:00+00:00	1998-01-04T01:00+01:00	3.549414	5.863509	2390052.840000
1998-01-04T01:00+00:00	1998-01-04T02:00+01:00	0.000000	5.575689	0.000000
1998-01-04T02:00+00:00	1998-01-04T03:00+01:00	0.000000	5.381460	0.000000
1998-01-04T03:00+00:00	1998-01-04T04:00+01:00	0.001915	5.234238	0.000000
1998-01-04T04:00+00:00	1998-01-04T05:00+01:00	0.001913	5.191086	0.000000
1998-01-04T05:00+00:00	1998-01-04T06:00+01:00	0.006971	5.013519	0.000000
1998-01-04T06:00+00:00	1998-01-04T07:00+01:00	0.006971	5.108871	0.000000
1998-01-04T07:00+00:00	1998-01-04T08:00+01:00	0.007040	4.804630	0.000000
1998-01-04T08:00+00:00	1998-01-04T09:00+01:00	0.069953	4.690490	30689.866000
1998-01-04T09:00+00:00	1998-01-04T10:00+01:00	0.156621	4.512399	217982.824000
1998-01-04T10:00+00:00	1998-01-04T11:00+01:00	0.162094	5.143162	725558.286000
1998-01-04T11:00+00:00	1998-01-04T12:00+01:00	0.162094	5.994120	1328632.162000
1998-01-04T12:00+00:00	1998-01-04T13:00+01:00	0.163846	6.688194	2018700.320000
1998-01-04T13:00+00:00	1998-01-04T14:00+01:00	0.163843	7.001817	2679096.884000
1998-01-04T14:00+00:00	1998-01-04T15:00+01:00	0.163843	7.005006	3040824.272000
1998-01-04T15:00+00:00	1998-01-04T16:00+01:00	0.163843	6.501848	3149550.066000
1998-01-04T16:00+00:00	1998-01-04T17:00+01:00	0.163843	6.028301	3151650.456000
1998-01-04T17:00+00:00	1998-01-04T18:00+01:00	0.163843	5.563947	3151650.456000
1998-01-04T18:00+00:00	1998-01-04T19:00+01:00	0.164717	5.494061	3151650.456000
1998-01-04T19:00+00:00	1998-01-04T20:00+01:00	0.556754	5.684046	3151650.456000
1998-01-04T20:00+00:00	1998-01-04T21:00+01:00	0.758036	5.981646	3151650.456000
1998-01-04T21:00+00:00	1998-01-04T22:00+01:00	0.761799	6.131325	3151650.456000
1998-01-04T22:00+00:00	1998-01-04T23:00+01:00	0.763805	5.999407	3151650.456000
1998-01-04T23:00+00:00	1998-01-05T00:00+01:00	0.766668	6.091243	3151650.456000
1998-01-05T00:00+00:00	1998-01-05T01:00+01:00	0.785944	5.783531	3151650.456000
1998-01-05T01:00+00:00	1998-01-05T02:00+01:00	0.000000	5.791809	0.000000
1998-01-05T02:00+00:00	1998-01-05T03:00+01:00	0.000000	5.911944	0.000000
1998-01-05T03:00+00:00	1998-01-05T04:00+01:00	0.000000	5.820042	0.000000
1998-01-05T04:00+00:00	1998-01-05T05:00+01:00	0.000000	5.736872	0.000000
1998-01-05T05:00+00:00	1998-01-05T06:00+01:00	0.000000	5.650752	0.000000
1998-01-05T06:00+00:00	1998-01-05T07:00+01:00	0.000000	5.508254	0.000000
1998-01-05T07:00+00:00	1998-01-05T08:00+01:00	0.000000	5.494323	0.000000
1998-01-05T08:00+00:00	1998-01-05T09:00+01:00	0.000000	5.503563	35909.594000
1998-01-05T09:00+00:00	1998-01-05T10:00+01:00	0.000000	5.690672	270061.964000
1998-01-05T10:00+00:00	1998-01-05T11:00+01:00	0.000000	6.142325	780946.436000
1998-01-05T11:00+00:00	1998-01-05T12:00+01:00	0.000029	6.459795	1527206.880000
1998-01-05T12:00+00:00	1998-01-05T13:00+01:00	0.000029	6.671398	2368401.394000
1998-01-05T13:00+00:00	1998-01-05T14:00+01:00	0.000029	6.673176	3020322.848000
1998-01-05T14:00+00:00	1998-01-05T15:00+01:00	0.000029	6.479465	3309188.334000
1998-01-05T15:00+00:00	1998-01-05T16:00+01:00	0.016135	6.283463	3439473.604000
1998-01-05T16:00+00:00	1998-01-05T17:00+01:00	0.115202	6.062311	3442150.104000
1998-01-05T17:00+00:00	1998-01-05T18:00+01:00	0.166370	6.053007	3442150.104000
1998-01-05T18:00+00:00	1998-01-05T19:00+01:00	0.199499	6.492472	3442150.104000
1998-01-05T19:00+00:00	1998-01-05T20:00+01:00	0.381848	6.414967	3442150.104000
1998-01-05T20:00+00:00	1998-01-05T21:00+01:00	0.894474	5.774588	3442150.104000
1998-01-05T21:00+00:00	1998-01-05T22:00+01:00	1.184041	5.725241	3442150.104000
1998-01-05T22:00+00:00	1998-01-05T23:00+01:00	1.277842	5.964133	3442150.104000
1998-01-05T23:00+00:00	1998-01-06T00:00+01:00	1.287345	6.027767	3442150.104000
1998-01-06T00:00+00:00	1998-01-06T01:00+01:00	1.289277	5.577798	3442150.104000
1998-01-06T01:00+00:00	1998-01-06T02:00+01:00	0.001018	5.185865	0.000000
1998-01-06T02:00+00:00	1998-01-06T03:00+01:00	0.013134	4.947787	0.000000
1998-01-06T03:00+00:00	1998-01-06T04:00+01:00	0.411610	4.486770	0.000000
1998-01-06T04:00+00:00	1998-01-06T05:00+01:00	0.800858	3.828821	0.000000
1998-01-06T05:00+00:00	1998-01-06T06:00+01:00	0.954529	3.638236	0.000000
1998-01-06T06:00+00:00	1998-01-06T07:00+01:00	1.412799	3.121891	0.000000
1998-01-06T07:00+00:00	1998-01-06T08:00+01:00	1.619264	3.580128	0.000000
1998-01-06T08:00+00:00	1998-01-06T09:00+01:00	1.846709	3.591707	18632.062000
1998-01-06T09:00+00:00	1998-01-06T10:00+01:00	2.114832	3.799754	157767.654000
1998-01-06T10:00+00:00	1998-01-06T11:00+01:00	2.321358	4.236690	378184.396000
1998-01-06T11:00+00:00	1998-01-06T12:00+01:00	2.377565	4.799598	831343.052000
1998-01-06T12:00+00:00	1998-01-06T13:00+01:00	2.398012	5.121519	1274968.070000
1998-01-06T13:00+00:00	1998-01-06T14:00+01:00	2.406098	5.443733	1736722.592000
1998-01-06T14:00+00:00	1998-01-06T15:00+01:00	2.407779	5.509870	2140095.436000
1998-01-06T15:00+00:00	1998-01-06T16:00+01:00	2.409488	5.293927	2297126.536000
1998-01-06T16:00+00:00	1998-01-06T17:00+01:00	2.410022	4.947808	2301067.612000
1998-01-06T17:00+00:00	1998-01-06T18:00+01:00	2.410022	4.919741	2301067.612000
1998-01-06T18:00+00:00	1998-01-06T19:00+01:00	2.410022	4.798107	2301067.612000
1998-01-06T19:00+00:00	1998-01-06T20:00+01:00	2.410022	4.600908	2301067.612000
1998-01-06T20:00+00:00	1998-01-06T21:00+01:00	2.410022	4.122091	2301067.612000
1998-01-06T21:00+00:00	1998-01-06T22:00+01:00	2.410022	3.734487	2301067.612000
1998-01-06T22:00+00:00	1998-01-06T23:00+01:00	2.410022	3.286522	2301067.612000
1998-01-06T23:00+00:00	1998-01-07T00:00+01:00	2.410022	2.910575	2301067.612000
1998-01-07T00:00+00:00	1998-01-07T01:00+01:00	2.410022	2.364399	2301067.612000
1998-01-07T01:00+00:00	1998-01-07T02:00+01:00	0.000000	1.964105	0.000000
1998-01-07T02:00+00:00	1998-01-07T03:00+01:00	0.005824	2.268613	0.000000
1998-01-07T03:00+00:00	1998-01-07T04:00+01:00	0.097886	3.166765	0.000000
1998-01-07T04:00+00:00	1998-01-07T05:00+01:00	0.274630	4.055088	0.000000
1998-01-07T05:00+00:00	1998-01-07T06:00+01:00	0.580337	4.799293	0.000000
1998-01-07T06:00+00:00	1998-01-07T07:00+01:00	1.662136	5.046761	0.000000
1998-01-07T07:00+00:00	1998-01-07T08:00+01:00	2.408095	5.945701	0.000000
1998-01-07T08:00+00:00	1998-01-07T09:00+01:00	2.469555	6.867135	17039.126000
1998-01-07T09:00+00:00	1998-01-07T10:00+01:00	2.600306	7.901769	137629.190000
1998-01-07T10:00+00:00	1998-01-07T11:00+01:00	3.354067	8.715689	368552.318000
1998-01-07T11:00+00:00	1998-01-07T12:00+01:00	4.551656	9.097820	517426.142000
1998-01-07T12:00+00:00	1998-01-07T13:00+01:00	4.590336	9.532691	671402.664000
1998-01-07T13:00+00:00	1998-01-07T14:00+01:00	4.600978	9.892517	856968.088000
1998-01-07T14:00+00:00	1998-01-07T15:00+01:00	4.623456	9.916268	971264.744000
1998-01-07T15:00+00:00	1998-01-07T16:00+01:00	4.635403	9.883513	1025588.720000
1998-01-07T16:00+00:00	1998-01-07T17:00+01:00	4.637034	9.553726	1029929.536000
1998-01-07T17:00+00:00	1998-01-07T18:00+01:00	4.638664	9.315697	1029929.536000
1998-01-07T18:00+00:00	1998-01-07T19:00+01:00	4.642741	9.067106	1029929.536000
1998-01-07T19:00+00:00	1998-01-07T20:00+01:00	4.752121	8.080324	1029929.536000
1998-01-07T20:00+00:00	1998-01-07T21:00+01:00	4.757208	7.815479	1029929.536000
1998-01-07T21:00+00:00	1998-01-07T22:00+01:00	4.757208	7.488481	1029929.536000
1998-01-07T22:00+00:00	1998-01-07T23:00+01:00	4.758069	7.183224	1029929.536000
1998-01-07T23:00+00:00	1998-01-08T00:00+01:00	4.758069	6.903510	1029929.536000
1998-01-08T00:00+00:00	1998-01-08T01:00+01:00	4.758069	6.758829	1029929.536000
1998-01-08T01:00+00:00	1998-01-08T02:00+01:00	0.000607	6.752912	0.000000
1998-01-08T02:00+00:00	1998-01-08T03:00+01:00	0.003542	6.967114	0.000000
1998-01-08T03:00+00:00	1998-01-08T04:00+01:00	0.105128	7.010400	0.000000
1998-01-08T04:00+00:00	1998-01-08T05:00+01:00	0.259773	7.028678	0.000000
1998-01-08T05:00+00:00	1998-01-08T06:00+01:00	0.357745	7.220715	0.000000
1998-01-08T06:00+00:00	1998-01-08T07:00+01:00	0.395655	7.354187	0.000000
1998-01-08T07:00+00:00	1998-01-08T08:00+01:00	0.629969	7.644895	0.000000
1998-01-08T08:00+00:00	1998-01-08T09:00+01:00	0.687949	7.934575	25630.996000
1998-01-08T09:00+00:00	1998-01-08T10:00+01:00	0.834130	8.213351	228188.108000
1998-01-08T10:00+00:00	1998-01-08T11:00+01:00	0.991204	8.662988	564051.980000
1998-01-08T11:00+00:00	1998-01-08T12:00+01:00	1.083270	8.979594	1011643.918000
1998-01-08T12:00+00:00	1998-01-08T13:00+01:00	1.208024	9.198703	1535293.444000
1998-01-08T13:00+00:00	1998-01-08T14:00+01:00	1.347830	9.412850	2082409.644000
1998-01-08T14:00+00:00	1998-01-08T15:00+01:00	1.453091	9.176913	2356996.954000
1998-01-08T15:00+00:00	1998-01-08T16:00+01:00	1.568891	9.156440	2430124.076000
1998-01-08T16:00+00:00	1998-01-08T17:00+01:00	1.580309	9.100546	2433816.800000
1998-01-08T17:00+00:00	1998-01-08T18:00+01:00	1.580309	8.957271	2433816.800000
1998-01-08T18:00+00:00	1998-01-08T19:00+01:00	1.580309	8.994174	2433816.800000
1998-01-08T19:00+00:00	1998-01-08T20:00+01:00	1.792663	8.317878	2433816.800000
1998-01-08T20:00+00:00	1998-01-08T21:00+01:00	1.837562	8.403695	2433816.800000
1998-01-08T21:00+00:00	1998-01-08T22:00+01:00	1.860817	8.753604	2433816.800000
1998-01-08T22:00+00:00	1998-01-08T23:00+01:00	1.907384	8.903792	2433816.800000
1998-01-08T23:00+00:00	1998-01-09T00:00+01:00	1.948948	9.140545	2433816.800000
1998-01-09T00:00+00:00	1998-01-09T01:00+01:00	1.956103	9.222436	2433816.800000
1998-01-09T01:00+00:00	1998-01-09T02:00+01:00	0.002693	9.202324	0.000000
1998-01-09T02:00+00:00	1998-01-09T03:00+01:00	0.004188	9.254843	0.000000
1998-01-09T03:00+00:00	1998-01-09T04:00+01:00	0.005502	9.374859	0.000000
1998-01-09T04:00+00:00	1998-01-09T05:00+01:00	0.005502	9.356228	0.000000
1998-01-09T05:00+00:00	1998-01-09T06:00+01:00	0.029928	9.394053	0.000000
1998-01-09T06:00+00:00	1998-01-09T07:00+01:00	0.073375	9.499344	0.000000
1998-01-09T07:00+00:00	1998-01-09T08:00+01:00	0.080459	9.963553	0.000000
1998-01-09T08:00+00:00	1998-01-09T09:00+01:00	0.107977	9.913789	12236.904000
1998-01-09T09:00+00:00	1998-01-09T10:00+01:00	0.136438	10.051945	74890.402000
1998-01-09T10:00+00:00	1998-01-09T11:00+01:00	0.166690	10.245938	187517.178000
1998-01-09T11:00+00:00	1998-01-09T12:00+01:00	0.185389	10.429822	342046.726000
1998-01-09T12:00+00:00	1998-01-09T13:00+01:00	0.192161	10.575408	509375.702000
1998-01-09T13:00+00:00	1998-01-09T14:00+01:00	0.199759	10.534313	638451.284000
1998-01-09T14:00+00:00	1998-01-09T15:00+01:00	0.225422	10.572777	775112.748000
1998-01-09T15:00+00:00	1998-01-09T16:00+01:00	0.244807	10.454839	823010.118000
1998-01-09T16:00+00:00	1998-01-09T17:00+01:00	0.259427	10.411328	825343.328000
1998-01-09T17:00+00:00	1998-01-09T18:00+01:00	0.270616	10.415090	825343.328000
1998-01-09T18:00+00:00	1998-01-09T19:00+01:00	0.292303	10.301157	825343.328000
1998-01-09T19:00+00:00	1998-01-09T20:00+01:00	0.297852	10.669411	825343.328000
1998-01-09T20:00+00:00	1998-01-09T21:00+01:00	0.305322	10.376282	825343.328000
1998-01-09T21:00+00:00	1998-01-09T22:00+01:00	0.309510	9.967674	825343.328000
1998-01-09T22:00+00:00	1998-01-09T23:00+01:00	0.312083	9.327616	825343.328000
1998-01-09T23:00+00:00	1998-01-10T00:00+01:00	0.316705	8.846313	825343.328000
1998-01-10T00:00+00:00	1998-01-10T01:00+01:00	0.322020	8.426290	825343.328000
1998-01-10T01:00+00:00	1998-01-10T02:00+01:00	0.007983	8.151842	0.000000
1998-01-10T02:00+00:00	1998-01-10T03:00+01:00	0.009670	8.099623	0.000000
1998-01-10T03:00+00:00	1998-01-10T04:00+01:00	0.016392	7.835419	0.000000
1998-01-10T04:00+00:00	1998-01-10T05:00+01:00	0.022678	7.559525	0.000000
1998-01-10T05:00+00:00	1998-01-10T06:00+01:00	0.027347	7.124176	0.000000
1998-01-10T06:00+00:00	1998-01-10T07:00+01:00	0.029062	6.792722	0.000000
1998-01-10T07:00+00:00	1998-01-10T08:00+01:00	0.029062	7.376798	0.000000
1998-01-10T08:00+00:00	1998-01-10T09:00+01:00	0.029927	7.118086	38462.678000
1998-01-10T09:00+00:00	1998-01-10T10:00+01:00	0.029927	7.685554	266647.344000
1998-01-10T10:00+00:00	1998-01-10T11:00+01:00	0.029927	8.940841	819490.526000
1998-01-10T11:00+00:00	1998-01-10T12:00+01:00	0.029927	10.340478	1542229.986000
1998-01-10T12:00+00:00	1998-01-10T13:00+01:00	0.029927	11.055412	2239695.192000
1998-01-10T13:00+00:00	1998-01-10T14:00+01:00	0.029927	11.432805	2938905.526000
1998-01-10T14:00+00:00	1998-01-10T15:00+01:00	0.029927	11.099046	3452371.848000
1998-01-10T15:00+00:00	1998-01-10T16:00+01:00	0.029927	9.954340	3666155.788000
1998-01-10T16:00+00:00	1998-01-10T17:00+01:00	0.029927	8.709745	3676005.432000
1998-01-10T17:00+00:00	1998-01-10T18:00+01:00	0.029927	7.904160	3676005.432000
1998-01-10T18:00+00:00	1998-01-10T19:00+01:00	0.029923	7.273657	3676005.432000
1998-01-10T19:00+00:00	1998-01-10T20:00+01:00	0.029923	6.973991	3676005.432000
1998-01-10T20:00+00:00	1998-01-10T21:00+01:00	0.029923	6.487269	3676005.432000
1998-01-10T21:00+00:00	1998-01-10T22:00+01:00	0.029923	6.064635	3676005.432000
1998-01-10T22:00+00:00	1998-01-10T23:00+01:00	0.029923	5.703119	3676005.432000
1998-01-10T23:00+00:00	1998-01-11T00:00+01:00	0.030768	5.370025	3676005.432000
1998-01-11T00:00+00:00	1998-01-11T01:00+01:00	0.030771	5.068048	3676005.432000
1998-01-11T01:00+00:00	1998-01-11T02:00+01:00	0.000000	4.724110	0.000000
1998-01-11T02:00+00:00	1998-01-11T03:00+01:00	0.000000	4.383314	0.000000
1998-01-11T03:00+00:00	1998-01-11T04:00+01:00	0.000000	4.026847	0.000000
1998-01-11T04:00+00:00	1998-01-11T05:00+01:00	0.000000	3.621419	0.000000
1998-01-11T05:00+00:00	1998-01-11T06:00+01:00	0.000000	3.206643	0.000000
1998-01-11T06:00+00:00	1998-01-11T07:00+01:00	0.000000	2.856577	0.000000
1998-01-11T07:00+00:00	1998-01-11T08:00+01:00	0.000000	3.130429	0.000000
1998-01-11T08:00+00:00	1998-01-11T09:00+01:00	0.000000	3.167961	50784.352000
1998-01-11T09:00+00:00	1998-01-11T10:00+01:00	0.000000	4.395242	388271.140000
1998-01-11T10:00+00:00	1998-01-11T11:00+01:00	0.000000	6.384146	1033459.652000
1998-01-11T11:00+00:00	1998-01-11T12:00+01:00	0.000000	8.287508	1882098.842000
1998-01-11T12:00+00:00	1998-01-11T13:00+01:00	0.000000	9.593502	2785001.012000
1998-01-11T13:00+00:00	1998-01-11T14:00+01:00	0.000000	10.155784	3584239.578000
1998-01-11T14:00+00:00	1998-01-11T15:00+01:00	0.000000	9.792210	4141062.294000
1998-01-11T15:00+00:00	1998-01-11T16:00+01:00	0.000000	8.577878	4375697.132000
1998-01-11T16:00+00:00	1998-01-11T17:00+01:00	0.000000	7.289097	4387854.824000
1998-01-11T17:00+00:00	1998-01-11T18:00+01:00	0.000000	6.557031	4387854.824000
1998-01-11T18:00+00:00	1998-01-11T19:00+01:00	0.000000	6.106408	4387854.824000
1998-01-11T19:00+00:00	1998-01-11T20:00+01:00	0.000000	6.216781	4387854.824000
1998-01-11T20:00+00:00	1998-01-11T21:00+01:00	0.000000	6.051604	4387854.824000
1998-01-11T21:00+00:00	1998-01-11T22:00+01:00	0.000000	5.875856	4387854.824000
1998-01-11T22:00+00:00	1998-01-11T23:00+01:00	0.000000	5.711672	4387854.824000
1998-01-11T23:00+00:00	1998-01-12T00:00+01:00	0.000000	5.436851	4387854.824000
1998-01-12T00:00+00:00	1998-01-12T01:00+01:00	0.000000	5.138919	4387854.824000
1998-01-12T01:00+00:00	1998-01-12T02:00+01:00	0.000000	4.880030	0.000000
1998-01-12T02:00+00:00	1998-01-12T03:00+01:00	0.000000	4.730741	0.000000
1998-01-12T03:00+00:00	1998-01-12T04:00+01:00	0.000000	4.632181	0.000000
1998-01-12T04:00+00:00	1998-01-12T05:00+01:00	0.000000	4.522276	0.000000
1998-01-12T05:00+00:00	1998-01-12T06:00+01:00	0.000000	4.439952	0.000000
1998-01-12T06:00+00:00	1998-01-12T07:00+01:00	0.000000	4.324966	0.000000
1998-01-12T07:00+00:00	1998-01-12T08:00+01:00	0.000000	4.192470	0.000000
1998-01-12T08:00+00:00	1998-01-12T09:00+01:00	0.000852	4.370827	51169.586000
1998-01-12T09:00+00:00	1998-01-12T10:00+01:00	0.000852	5.570407	381046.706000
1998-01-12T10:00+00:00	1998-01-12T11:00+01:00	0.001723	7.172761	1008004.344000
1998-01-12T11:00+00:00	1998-01-12T12:00+01:00	0.001711	8.587391	1835263.830000
1998-01-12T12:00+00:00	1998-01-12T13:00+01:00	0.001711	9.485515	2707652.650000
1998-01-12T13:00+00:00	1998-01-12T14:00+01:00	0.001711	9.694265	3435185.492000
1998-01-12T14:00+00:00	1998-01-12T15:00+01:00	0.001711	9.388042	3975635.358000
1998-01-12T15:00+00:00	1998-01-12T16:00+01:00	0.001712	8.174006	4205910.072000
1998-01-12T16:00+00:00	1998-01-12T17:00+01:00	0.001698	6.840298	4219506.244000
1998-01-12T17:00+00:00	1998-01-12T18:00+01:00	0.001698	5.960085	4219506.244000
1998-01-12T18:00+00:00	1998-01-12T19:00+01:00	0.001698	5.314905	4219506.244000
1998-01-12T19:00+00:00	1998-01-12T20:00+01:00	0.001717	4.979249	4219506.244000
1998-01-12T20:00+00:00	1998-01-12T21:00+01:00	0.001729	4.531704	4219506.244000
1998-01-12T21:00+00:00	1998-01-12T22:00+01:00	0.001729	4.139367	4219506.244000
1998-01-12T22:00+00:00	1998-01-12T23:00+01:00	0.001729	3.646604	4219506.244000
1998-01-12T23:00+00:00	1998-01-13T00:00+01:00	0.001729	3.225273	4219506.244000
1998-01-13T00:00+00:00	1998-01-13T01:00+01:00	0.001729	2.853516	4219506.244000
1998-01-13T01:00+00:00	1998-01-13T02:00+01:00	0.000000	2.479208	0.000000
1998-01-13T02:00+00:00	1998-01-13T03:00+01:00	0.000000	2.125232	0.000000
1998-01-13T03:00+00:00	1998-01-13T04:00+01:00	0.000000	1.728436	0.000000
1998-01-13T04:00+00:00	1998-01-13T05:00+01:00	0.000000	1.466703	0.000000
1998-01-13T05:00+00:00	1998-01-13T06:00+01:00	0.000000	1.611316	0.000000
1998-01-13T06:00+00:00	1998-01-13T07:00+01:00	0.000000	1.986687	0.000000
1998-01-13T07:00+00:00	1998-01-13T08:00+01:00	0.000000	2.448899	0.000000
1998-01-13T08:00+00:00	1998-01-13T09:00+01:00	0.000000	2.260983	48744.886000
1998-01-13T09:00+00:00	1998-01-13T10:00+01:00	0.000000	3.223258	365714.760000
1998-01-13T10:00+00:00	1998-01-13T11:00+01:00	0.000000	5.334000	1010933.790000
