Valid time	Local time	Precipitation[mm] (acc.)	Temperature[degC]	SSRD[Jm-2] (acc.)
1998-01-03T22:00+00:00	1998-01-03T23:00+01:00	3.543921	7.387848	2389948.000000
1998-01-03T23:00+00:00	1998-01-04T00:00+01:00	3.543921	6.399323	2389948.000000
1998-01-04T00:00+00:00	1998-01-04T01:00+01:00	3.543946	5.863922	2389948.000000
1998-01-04T01:00+00:00	1998-01-04T02:00+01:00	0.000000	5.575836	0.000000
1998-01-04T02:00+00:00	1998-01-04T03:00+01:00	0.000000	5.381500	0.000000
1998-01-04T03:00+00:00	1998-01-04T04:00+01:00	0.001973	5.234528	0.000000
1998-01-04T04:00+00:00	1998-01-04T05:00+01:00	0.001970	5.191071	0.000000
1998-01-04T05:00+00:00	1998-01-04T06:00+01:00	0.007100	5.014069	0.000000
1998-01-04T06:00+00:00	1998-01-04T07:00+01:00	0.007100	5.109283	0.000000
1998-01-04T07:00+00:00	1998-01-04T08:00+01:00	0.007215	4.804596	0.000000
1998-01-04T08:00+00:00	1998-01-04T09:00+01:00	0.069752	4.689606	30701.531250
1998-01-04T09:00+00:00	1998-01-04T10:00+01:00	0.156191	4.511871	218082.812500
1998-01-04T10:00+00:00	1998-01-04T11:00+01:00	0.161656	5.142242	725772.812500
1998-01-04T11:00+00:00	1998-01-04T12:00+01:00	0.161656	5.993561	1328993.000000
1998-01-04T12:00+00:00	1998-01-04T13:00+01:00	0.163374	6.687897	2019183.000000
1998-01-04T13:00+00:00	1998-01-04T14:00+01:00	0.163372	7.001129	2679580.000000
1998-01-04T14:00+00:00	1998-01-04T15:00+01:00	0.163372	7.004303	3041376.000000
1998-01-04T15:00+00:00	1998-01-04T16:00+01:00	0.163372	6.501373	3150100.000000
1998-01-04T16:00+00:00	1998-01-04T17:00+01:00	0.163372	6.027985	3152204.000000
1998-01-04T17:00+00:00	1998-01-04T18:00+01:00	0.163372	5.563629	3152204.000000
1998-01-04T18:00+00:00	1998-01-04T19:00+01:00	0.164248	5.493805	3152204.000000
1998-01-04T19:00+00:00	1998-01-04T20:00+01:00	0.553693	5.684235	3152204.000000
1998-01-04T20:00+00:00	1998-01-04T21:00+01:00	0.757277	5.979401	3152204.000000
1998-01-04T21:00+00:00	1998-01-04T22:00+01:00	0.761030	6.130035	3152204.000000
1998-01-04T22:00+00:00	1998-01-04T23:00+01:00	0.763060	6.000153	3152204.000000
1998-01-04T23:00+00:00	1998-01-05T00:00+01:00	0.765949	6.091705	3152204.000000
1998-01-05T00:00+00:00	1998-01-05T01:00+01:00	0.784952	5.783600	3152204.000000
1998-01-05T01:00+00:00	1998-01-05T02:00+01:00	0.000000	5.791168	0.000000
1998-01-05T02:00+00:00	1998-01-05T03:00+01:00	0.000000	5.911530	0.000000
1998-01-05T03:00+00:00	1998-01-05T04:00+01:00	0.000000	5.819733	0.000000
1998-01-05T04:00+00:00	1998-01-05T05:00+01:00	0.000000	5.736725	0.000000
1998-01-05T05:00+00:00	1998-01-05T06:00+01:00	0.000000	5.650055	0.000000
1998-01-05T06:00+00:00	1998-01-05T07:00+01:00	0.000000	5.508209	0.000000
1998-01-05T07:00+00:00	1998-01-05T08:00+01:00	0.000000	5.494537	0.000000
1998-01-05T08:00+00:00	1998-01-05T09:00+01:00	0.000000	5.502594	35915.132812
1998-01-05T09:00+00:00	1998-01-05T10:00+01:00	0.000000	5.689850	270116.125000
1998-01-05T10:00+00:00	1998-01-05T11:00+01:00	0.000000	6.141510	781147.562500
1998-01-05T11:00+00:00	1998-01-05T12:00+01:00	0.000070	6.458893	1527420.000000
1998-01-05T12:00+00:00	1998-01-05T13:00+01:00	0.000070	6.670563	2368676.000000
1998-01-05T13:00+00:00	1998-01-05T14:00+01:00	0.000070	6.672028	3020306.000000
1998-01-05T14:00+00:00	1998-01-05T15:00+01:00	0.000070	6.478912	3309431.000000
1998-01-05T15:00+00:00	1998-01-05T16:00+01:00	0.016176	6.283600	3439752.000000
1998-01-05T16:00+00:00	1998-01-05T17:00+01:00	0.114682	6.061920	3442431.000000
1998-01-05T17:00+00:00	1998-01-05T18:00+01:00	0.165733	6.053131	3442431.000000
1998-01-05T18:00+00:00	1998-01-05T19:00+01:00	0.199662	6.491608	3442431.000000
1998-01-05T19:00+00:00	1998-01-05T20:00+01:00	0.382999	6.413727	3442431.000000
1998-01-05T20:00+00:00	1998-01-05T21:00+01:00	0.894070	5.773590	3442431.000000
1998-01-05T21:00+00:00	1998-01-05T22:00+01:00	1.184098	5.723785	3442431.000000
1998-01-05T22:00+00:00	1998-01-05T23:00+01:00	1.278101	5.963043	3442431.000000
1998-01-05T23:00+00:00	1998-01-06T00:00+01:00	1.287619	6.027252	3442431.000000
1998-01-06T00:00+00:00	1998-01-06T01:00+01:00	1.289547	5.577301	3442431.000000
1998-01-06T01:00+00:00	1998-01-06T02:00+01:00	0.000997	5.186188	0.000000
1998-01-06T02:00+00:00	1998-01-06T03:00+01:00	0.013201	4.947174	0.000000
1998-01-06T03:00+00:00	1998-01-06T04:00+01:00	0.412874	4.485504	0.000000
1998-01-06T04:00+00:00	1998-01-06T05:00+01:00	0.802983	3.829987	0.000000
1998-01-06T05:00+00:00	1998-01-06T06:00+01:00	0.956815	3.639069	0.000000
1998-01-06T06:00+00:00	1998-01-06T07:00+01:00	1.416998	3.126617	0.000000
1998-01-06T07:00+00:00	1998-01-06T08:00+01:00	1.623110	3.584381	0.000000
1998-01-06T08:00+00:00	1998-01-06T09:00+01:00	1.850016	3.596832	18637.691406
1998-01-06T09:00+00:00	1998-01-06T10:00+01:00	2.117712	3.803864	157787.375000
1998-01-06T10:00+00:00	1998-01-06T11:00+01:00	2.324363	4.237457	378143.937500
1998-01-06T11:00+00:00	1998-01-06T12:00+01:00	2.380252	4.799713	831360.312500
1998-01-06T12:00+00:00	1998-01-06T13:00+01:00	2.400817	5.121002	1275142.000000
1998-01-06T13:00+00:00	1998-01-06T14:00+01:00	2.408866	5.443756	1736931.000000
1998-01-06T14:00+00:00	1998-01-06T15:00+01:00	2.410527	5.510162	2140250.000000
1998-01-06T15:00+00:00	1998-01-06T16:00+01:00	2.412218	5.293854	2297327.000000
1998-01-06T16:00+00:00	1998-01-06T17:00+01:00	2.412794	4.948151	2301266.000000
1998-01-06T17:00+00:00	1998-01-06T18:00+01:00	2.412794	4.920074	2301266.000000
1998-01-06T18:00+00:00	1998-01-06T19:00+01:00	2.412794	4.798737	2301266.000000
1998-01-06T19:00+00:00	1998-01-06T20:00+01:00	2.412794	4.601227	2301266.000000
1998-01-06T20:00+00:00	1998-01-06T21:00+01:00	2.412794	4.122223	2301266.000000
1998-01-06T21:00+00:00	1998-01-06T22:00+01:00	2.412794	3.735016	2301266.000000
1998-01-06T22:00+00:00	1998-01-06T23:00+01:00	2.412794	3.287262	2301266.000000
1998-01-06T23:00+00:00	1998-01-07T00:00+01:00	2.412794	2.911041	2301266.000000
1998-01-07T00:00+00:00	1998-01-07T01:00+01:00	2.412794	2.364410	2301266.000000
1998-01-07T01:00+00:00	1998-01-07T02:00+01:00	0.000000	1.963776	0.000000
1998-01-07T02:00+00:00	1998-01-07T03:00+01:00	0.005867	2.268219	0.000000
1998-01-07T03:00+00:00	1998-01-07T04:00+01:00	0.097733	3.166412	0.000000
1998-01-07T04:00+00:00	1998-01-07T05:00+01:00	0.274564	4.054596	0.000000
1998-01-07T05:00+00:00	1998-01-07T06:00+01:00	0.579913	4.798492	0.000000
1998-01-07T06:00+00:00	1998-01-07T07:00+01:00	1.654427	5.042145	0.000000
1998-01-07T07:00+00:00	1998-01-07T08:00+01:00	2.396622	5.944733	0.000000
1998-01-07T08:00+00:00	1998-01-07T09:00+01:00	2.458352	6.866608	17030.250000
1998-01-07T09:00+00:00	1998-01-07T10:00+01:00	2.591350	7.900055	137614.312500
1998-01-07T10:00+00:00	1998-01-07T11:00+01:00	3.350993	8.714752	368616.687500
1998-01-07T11:00+00:00	1998-01-07T12:00+01:00	4.539009	9.097321	517364.750000
1998-01-07T12:00+00:00	1998-01-07T13:00+01:00	4.578005	9.531647	671231.812500
1998-01-07T13:00+00:00	1998-01-07T14:00+01:00	4.588656	9.892487	856832.375000
1998-01-07T14:00+00:00	1998-01-07T15:00+01:00	4.611090	9.916412	971129.187500
1998-01-07T15:00+00:00	1998-01-07T16:00+01:00	4.622940	9.883942	1025495.312500
1998-01-07T16:00+00:00	1998-01-07T17:00+01:00	4.624535	9.554352	1029833.812500
1998-01-07T17:00+00:00	1998-01-07T18:00+01:00	4.626129	9.315582	1029833.812500
1998-01-07T18:00+00:00	1998-01-07T19:00+01:00	4.630193	9.067291	1029833.812500
1998-01-07T19:00+00:00	1998-01-07T20:00+01:00	4.739713	8.081696	1029833.812500
1998-01-07T20:00+00:00	1998-01-07T21:00+01:00	4.744761	7.816559	1029833.812500
1998-01-07T21:00+00:00	1998-01-07T22:00+01:00	4.744761	7.488922	1029833.812500
1998-01-07T22:00+00:00	1998-01-07T23:00+01:00	4.745625	7.183258	1029833.812500
1998-01-07T23:00+00:00	1998-01-08T00:00+01:00	4.745625	6.903717	1029833.812500
1998-01-08T00:00+00:00	1998-01-08T01:00+01:00	4.745625	6.759186	1029833.812500
1998-01-08T01:00+00:00	1998-01-08T02:00+01:00	0.000592	6.753082	0.000000
1998-01-08T02:00+00:00	1998-01-08T03:00+01:00	0.003485	6.966705	0.000000
1998-01-08T03:00+00:00	1998-01-08T04:00+01:00	0.104923	7.010406	0.000000
1998-01-08T04:00+00:00	1998-01-08T05:00+01:00	0.261853	7.027740	0.000000
1998-01-08T05:00+00:00	1998-01-08T06:00+01:00	0.359774	7.219879	0.000000
1998-01-08T06:00+00:00	1998-01-08T07:00+01:00	0.397699	7.353668	0.000000
1998-01-08T07:00+00:00	1998-01-08T08:00+01:00	0.632429	7.644440	0.000000
1998-01-08T08:00+00:00	1998-01-08T09:00+01:00	0.690410	7.933746	25636.968750
1998-01-08T09:00+00:00	1998-01-08T10:00+01:00	0.835834	8.211578	228334.437500
1998-01-08T10:00+00:00	1998-01-08T11:00+01:00	0.993388	8.660553	564296.812500
1998-01-08T11:00+00:00	1998-01-08T12:00+01:00	1.086442	8.976227	1012248.437500
1998-01-08T12:00+00:00	1998-01-08T13:00+01:00	1.210579	9.199371	1536226.000000
1998-01-08T13:00+00:00	1998-01-08T14:00+01:00	1.351473	9.412994	2083486.000000
1998-01-08T14:00+00:00	1998-01-08T15:00+01:00	1.455368	9.175446	2358271.000000
1998-01-08T15:00+00:00	1998-01-08T16:00+01:00	1.572819	9.154205	2431540.000000
1998-01-08T16:00+00:00	1998-01-08T17:00+01:00	1.584467	9.098541	2435240.000000
1998-01-08T17:00+00:00	1998-01-08T18:00+01:00	1.584467	8.955963	2435240.000000
1998-01-08T18:00+00:00	1998-01-08T19:00+01:00	1.584467	8.992584	2435240.000000
1998-01-08T19:00+00:00	1998-01-08T20:00+01:00	1.797466	8.317047	2435240.000000
1998-01-08T20:00+00:00	1998-01-08T21:00+01:00	1.841773	8.403229	2435240.000000
1998-01-08T21:00+00:00	1998-01-08T22:00+01:00	1.864953	8.753082	2435240.000000
1998-01-08T22:00+00:00	1998-01-08T23:00+01:00	1.911318	8.903473	2435240.000000
1998-01-08T23:00+00:00	1998-01-09T00:00+01:00	1.952816	9.140045	2435240.000000
1998-01-09T00:00+00:00	1998-01-09T01:00+01:00	1.959941	9.221832	2435240.000000
1998-01-09T01:00+00:00	1998-01-09T02:00+01:00	0.002665	9.202057	0.000000
1998-01-09T02:00+00:00	1998-01-09T03:00+01:00	0.004113	9.254791	0.000000
1998-01-09T03:00+00:00	1998-01-09T04:00+01:00	0.005384	9.374176	0.000000
1998-01-09T04:00+00:00	1998-01-09T05:00+01:00	0.005384	9.356110	0.000000
1998-01-09T05:00+00:00	1998-01-09T06:00+01:00	0.030354	9.393707	0.000000
1998-01-09T06:00+00:00	1998-01-09T07:00+01:00	0.074644	9.498688	0.000000
1998-01-09T07:00+00:00	1998-01-09T08:00+01:00	0.081844	9.961823	0.000000
1998-01-09T08:00+00:00	1998-01-09T09:00+01:00	0.109968	9.912018	12235.812500
1998-01-09T09:00+00:00	1998-01-09T10:00+01:00	0.139136	10.049957	74873.562500
1998-01-09T10:00+00:00	1998-01-09T11:00+01:00	0.169968	10.244049	187425.437500
1998-01-09T11:00+00:00	1998-01-09T12:00+01:00	0.189024	10.427887	341790.562500
1998-01-09T12:00+00:00	1998-01-09T13:00+01:00	0.195982	10.573395	509058.187500
1998-01-09T13:00+00:00	1998-01-09T14:00+01:00	0.203680	10.532867	638173.875000
1998-01-09T14:00+00:00	1998-01-09T15:00+01:00	0.229114	10.572418	774881.375000
1998-01-09T15:00+00:00	1998-01-09T16:00+01:00	0.248499	10.454498	822775.875000
1998-01-09T16:00+00:00	1998-01-09T17:00+01:00	0.263071	10.410553	825106.937500
1998-01-09T17:00+00:00	1998-01-09T18:00+01:00	0.274370	10.413971	825106.937500
1998-01-09T18:00+00:00	1998-01-09T19:00+01:00	0.296058	10.299469	825106.937500
1998-01-09T19:00+00:00	1998-01-09T20:00+01:00	0.301588	10.668121	825106.937500
1998-01-09T20:00+00:00	1998-01-09T21:00+01:00	0.309072	10.375397	825106.937500
1998-01-09T21:00+00:00	1998-01-09T22:00+01:00	0.313359	9.966217	825106.937500
1998-01-09T22:00+00:00	1998-01-09T23:00+01:00	0.315901	9.325592	825106.937500
1998-01-09T23:00+00:00	1998-01-10T00:00+01:00	0.320513	8.843170	825106.937500
1998-01-10T00:00+00:00	1998-01-10T01:00+01:00	0.325793	8.422516	825106.937500
1998-01-10T01:00+00:00	1998-01-10T02:00+01:00	0.007906	8.148346	0.000000
1998-01-10T02:00+00:00	1998-01-10T03:00+01:00	0.009551	8.096588	0.000000
1998-01-10T03:00+00:00	1998-01-10T04:00+01:00	0.016286	7.833160	0.000000
1998-01-10T04:00+00:00	1998-01-10T05:00+01:00	0.022599	7.558502	0.000000
1998-01-10T05:00+00:00	1998-01-10T06:00+01:00	0.027237	7.123932	0.000000
1998-01-10T06:00+00:00	1998-01-10T07:00+01:00	0.028952	6.791412	0.000000
1998-01-10T07:00+00:00	1998-01-10T08:00+01:00	0.028952	7.375641	0.000000
1998-01-10T08:00+00:00	1998-01-10T09:00+01:00	0.029818	7.116119	38453.191406
1998-01-10T09:00+00:00	1998-01-10T10:00+01:00	0.029818	7.683746	266556.125000
1998-01-10T10:00+00:00	1998-01-10T11:00+01:00	0.029818	8.939117	819319.562500
1998-01-10T11:00+00:00	1998-01-10T12:00+01:00	0.029818	10.338531	1541972.000000
1998-01-10T12:00+00:00	1998-01-10T13:00+01:00	0.029818	11.053375	2239297.000000
1998-01-10T13:00+00:00	1998-01-10T14:00+01:00	0.029818	11.431061	2938490.000000
1998-01-10T14:00+00:00	1998-01-10T15:00+01:00	0.029818	11.097565	3451956.000000
1998-01-10T15:00+00:00	1998-01-10T16:00+01:00	0.029818	9.953033	3665740.000000
1998-01-10T16:00+00:00	1998-01-10T17:00+01:00	0.029818	8.708160	3675595.000000
1998-01-10T17:00+00:00	1998-01-10T18:00+01:00	0.029818	7.902252	3675595.000000
1998-01-10T18:00+00:00	1998-01-10T19:00+01:00	0.029815	7.270905	3675595.000000
1998-01-10T19:00+00:00	1998-01-10T20:00+01:00	0.029815	6.972076	3675595.000000
1998-01-10T20:00+00:00	1998-01-10T21:00+01:00	0.029815	6.485016	3675595.000000
1998-01-10T21:00+00:00	1998-01-10T22:00+01:00	0.029815	6.061920	3675595.000000
1998-01-10T22:00+00:00	1998-01-10T23:00+01:00	0.029815	5.700104	3675595.000000
1998-01-10T23:00+00:00	1998-01-11T00:00+01:00	0.030659	5.366364	3675595.000000
1998-01-11T00:00+00:00	1998-01-11T01:00+01:00	0.030660	5.063141	3675595.000000
1998-01-11T01:00+00:00	1998-01-11T02:00+01:00	0.000000	4.718658	0.000000
1998-01-11T02:00+00:00	1998-01-11T03:00+01:00	0.000000	4.376862	0.000000
1998-01-11T03:00+00:00	1998-01-11T04:00+01:00	0.000000	4.019684	0.000000
1998-01-11T04:00+00:00	1998-01-11T05:00+01:00	0.000000	3.613678	0.000000
1998-01-11T05:00+00:00	1998-01-11T06:00+01:00	0.000000	3.198639	0.000000
1998-01-11T06:00+00:00	1998-01-11T07:00+01:00	0.000000	2.848541	0.000000
1998-01-11T07:00+00:00	1998-01-11T08:00+01:00	0.000000	3.120758	0.000000
1998-01-11T08:00+00:00	1998-01-11T09:00+01:00	0.000000	3.157867	50786.738281
1998-01-11T09:00+00:00	1998-01-11T10:00+01:00	0.000000	4.384674	388268.812500
1998-01-11T10:00+00:00	1998-01-11T11:00+01:00	0.000000	6.376862	1033456.500000
1998-01-11T11:00+00:00	1998-01-11T12:00+01:00	0.000000	8.280914	1882086.000000
1998-01-11T12:00+00:00	1998-01-11T13:00+01:00	0.000000	9.587799	2784977.000000
1998-01-11T13:00+00:00	1998-01-11T14:00+01:00	0.000000	10.151031	3584218.000000
1998-01-11T14:00+00:00	1998-01-11T15:00+01:00	0.000000	9.788971	4141042.000000
1998-01-11T15:00+00:00	1998-01-11T16:00+01:00	0.000000	8.577545	4375678.000000
1998-01-11T16:00+00:00	1998-01-11T17:00+01:00	0.000000	7.288727	4387837.000000
1998-01-11T17:00+00:00	1998-01-11T18:00+01:00	0.000000	6.554840	4387837.000000
1998-01-11T18:00+00:00	1998-01-11T19:00+01:00	0.000000	6.102448	4387837.000000
1998-01-11T19:00+00:00	1998-01-11T20:00+01:00	0.000000	6.212067	4387837.000000
1998-01-11T20:00+00:00	1998-01-11T21:00+01:00	0.000000	6.045563	4387837.000000
1998-01-11T21:00+00:00	1998-01-11T22:00+01:00	0.000000	5.868805	4387837.000000
1998-01-11T22:00+00:00	1998-01-11T23:00+01:00	0.000000	5.704254	4387837.000000
1998-01-11T23:00+00:00	1998-01-12T00:00+01:00	0.000000	5.429840	4387837.000000
1998-01-12T00:00+00:00	1998-01-12T01:00+01:00	0.000000	5.131744	4387837.000000
1998-01-12T01:00+00:00	1998-01-12T02:00+01:00	0.000000	4.873199	0.000000
1998-01-12T02:00+00:00	1998-01-12T03:00+01:00	0.000000	4.723785	0.000000
1998-01-12T03:00+00:00	1998-01-12T04:00+01:00	0.000000	4.625397	0.000000
1998-01-12T04:00+00:00	1998-01-12T05:00+01:00	0.000000	4.515533	0.000000
1998-01-12T05:00+00:00	1998-01-12T06:00+01:00	0.000000	4.433014	0.000000
1998-01-12T06:00+00:00	1998-01-12T07:00+01:00	0.000000	4.318268	0.000000
1998-01-12T07:00+00:00	1998-01-12T08:00+01:00	0.000000	4.186920	0.000000
1998-01-12T08:00+00:00	1998-01-12T09:00+01:00	0.000852	4.364899	51164.199219
1998-01-12T09:00+00:00	1998-01-12T10:00+01:00	0.000852	5.564850	381033.687500
1998-01-12T10:00+00:00	1998-01-12T11:00+01:00	0.001723	7.168610	1007993.375000
1998-01-12T11:00+00:00	1998-01-12T12:00+01:00	0.001711	8.584381	1835231.000000
1998-01-12T12:00+00:00	1998-01-12T13:00+01:00	0.001711	9.482819	2707596.000000
1998-01-12T13:00+00:00	1998-01-12T14:00+01:00	0.001711	9.691803	3435083.000000
1998-01-12T14:00+00:00	1998-01-12T15:00+01:00	0.001711	9.386139	3975528.000000
1998-01-12T15:00+00:00	1998-01-12T16:00+01:00	0.001712	8.172028	4205810.000000
1998-01-12T16:00+00:00	1998-01-12T17:00+01:00	0.001698	6.839020	4219411.000000
1998-01-12T17:00+00:00	1998-01-12T18:00+01:00	0.001698	5.958649	4219411.000000
1998-01-12T18:00+00:00	1998-01-12T19:00+01:00	0.001698	5.312897	4219411.000000
1998-01-12T19:00+00:00	1998-01-12T20:00+01:00	0.001717	4.977203	4219411.000000
1998-01-12T20:00+00:00	1998-01-12T21:00+01:00	0.001729	4.528961	4219411.000000
1998-01-12T21:00+00:00	1998-01-12T22:00+01:00	0.001729	4.135406	4219411.000000
1998-01-12T22:00+00:00	1998-01-12T23:00+01:00	0.001729	3.641510	4219411.000000
1998-01-12T23:00+00:00	1998-01-13T00:00+01:00	0.001729	3.218170	4219411.000000
1998-01-13T00:00+00:00	1998-01-13T01:00+01:00	0.001729	2.844879	4219411.000000
1998-01-13T01:00+00:00	1998-01-13T02:00+01:00	0.000000	2.469391	0.000000
1998-01-13T02:00+00:00	1998-01-13T03:00+01:00	0.000000	2.115631	0.000000
1998-01-13T03:00+00:00	1998-01-13T04:00+01:00	0.000000	1.721832	0.000000
1998-01-13T04:00+00:00	1998-01-13T05:00+01:00	0.000000	1.465485	0.000000
1998-01-13T05:00+00:00	1998-01-13T06:00+01:00	0.000000	1.611481	0.000000
1998-01-13T06:00+00:00	1998-01-13T07:00+01:00	0.000000	1.985748	0.000000
1998-01-13T07:00+00:00	1998-01-13T08:00+01:00	0.000000	2.448151	0.000000
1998-01-13T08:00+00:00	1998-01-13T09:00+01:00	0.000000	2.260406	48745.179688
1998-01-13T09:00+00:00	1998-01-13T10:00+01:00	0.000000	3.219635	365717.250000
1998-01-13T10:00+00:00	1998-01-13T11:00+01:00	0.000000	5.328766	1010916.125000
